
İlaç Adı,Barkod,ATC Kodu,ATC Adı
BUTAFLY %1 KREM 15 G,8699514350033,D01AE23,butenafine
BUTAFLY %1 KREM 30 G,8699514350040,D01AE23,butenafine
"BUTAMCOD 7,5 MG / 5 ML SURUP 100 ML",8699828570226,R05DB13,butamirate
BUTAMCOD FORT 15 MG/5 ML SURUP 100 ML,8699828570295,R05DB13,butamirate
"BUTAMCOD FORT PLUS 22,5 MG/ 5 ML SURUP 100 ML",8699828570332,R05DB13,butamirate
BUTEFIN %1 KREM 15 G,8699591350292,D01AE23,butenafine
BUTEFIN %1 KREM 30 G,8699591350414,D01AE23,butenafine
"BUTEFIN %1 SPREY, COZELTI (30 ML)",8699591510085,D01AE23,butenafine
"BUTIROL 7,5 MG/5 ML 100 ML SURUP",8699580570083,R05DB13,butamirate
"BUTIROL FORT 22,5 MG/ 5 ML SURUP 100 ML",8699580570120,R05DB13,butamirate
BUTOPAN 10 MG 20 DRAJE,8681023120016,A03BB01,butylscopolamine
BUTOPAN 10 MG KAPLI TABLET (20 DRAJE),8680381900216,A03BB01,butylscopolamine
BUTOPAN 20 MG/ ML ENJEKTABL COZ. ICEREN 6 AMPUL,8681023750053,A03BB01,butylscopolamine
BUTORAST 15 MMOL/15 ML ENJEKSIYONLUK ÇOZELTI,8699844773090,V08CA09,gadobutrol
BUTORAST 30 MMOL/30 ML ENJEKSIYONLUK COZELTI,8699844773106,V08CA09,gadobutrol
"BUTORAST 7,5 MMOL/7,5 ML ENJEKSIYONLUK COZELTI",8699844773083,V08CA09,gadobutrol
"BUVASIN %0,5 ENJ.COZ. ICEREN FLAKON 1x20 ML FLAKON KUTU",8699844771232,N01BB01,bupivacaine
"BUVASIN %0,5 SPINAL HEAVY ENJ.COZ. ICEREN AMPUL",8699844751227,N01BB01,bupivacaine
"BUVICAINE %0,5 ENJEKSIYONLUK COZELTI ICEREN FLAKON",8699606774730,N01BB01,bupivacaine
BYETTA 10 µG/40 µL SC KULLANIMA HAZIR DOLU ENJ. KALEMI ICINDE COZELTI,8699786952003,A10BJ01,exenatide
BYETTA 5 µG/20 µL SC KULLANIMA HAZIR DOLU ENJ. KALEMI ICINDE COZELTI,8699786951006,A10BJ01,exenatide
CABOMETYX 20 MG FILM KAPLI TABLET,8699783090449,L01EX07,cabozantinib
CABOMETYX 40 MG FILM KAPLI TABLET,8699783090456,L01EX07,cabozantinib
CABOMETYX 60 MG FILM KAPLI TABLET,8699783090463,L01EX07,cabozantinib
CABRAL 400 MG 24 FILM TABLET,8699559090024,M03BX30,fenyramidol
CABRAL 800 MG 3 AMPUL,8699559750010,M03BX30,fenyramidol
CADUET 10MG/10MG 30 FILM TABLET,8699532095633,C10BX03,atorvastatin and amlodipine
CADUET 10MG/20MG 30 FILM TABLET,8699532095640,C10BX03,atorvastatin and amlodipine
CADUET 5MG/10MG 30 FILM TABLET,8699532095671,C10BX03,atorvastatin and amlodipine
CADUET 5MG/20MG 30 FILM TABLET,8699532095688,C10BX03,atorvastatin and amlodipine
CAELYX 2 MG/ML KONSANTRE INFUZYON COZELTISI (1 FLAKON),8681413881435,L01DB01,doxorubicin
CAFERGOT 1 MG/100 MG TABLET(30 TABLET),8699708011481,N02CA52,"ergotamine, combinations excl. psycholeptics"
CAFOLINE 300 MG/30 ML I.M./I.V. ENJEKSIYONLUK COZELTI (1 FLAKON),8680222770039,V03AF03,calcium folinate
CAFOLINE 50 MG/5 ML I.M./I.V. ENJEKSIYONLUK COZELTI (1 FLAKON),8680222770022,V03AF03,calcium folinate
CAJEX 1 MCG/ML IV ENJ. COZ. ICEREN 25 AMPUL,8699783750138,A11CC04,calcitriol
CAJEX 2 MCG/ML IV ENJ. COZ. ICEREN 25 AMPUL,8699783750145,A11CC04,calcitriol
"CALBICOR 12,5 MG 30 TABLET",8699566013245,C07AG02,carvedilol
CALBICOR 25 MG 30 TABLET,8699566013269,C07AG02,carvedilol
"CALBICOR 6,25 MG 30 TABLET",8699566013221,C07AG02,carvedilol
CALCIDAY D3 1200 MG/800 IU 45 EFERVESAN TABLET,8680881020445,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
CALCIMAX K 1000MG/880IU/65MCG EFERVESAN TABLET (40 EFERVESAN TABLET),8699976021373,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
CALCIMAX-D3 1000 MG/ 880 IU EFERVESAN TABLET,8697928020184,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
CALCIMAX-D3 1000 MG/880 IU EFERVESAN TABLET,8697928020061,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
CALCI-NET D3 600 MG/400 IU EFERVESAN TABLET,8680881024313,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
CALCIOSEL %10 ENJEKSIYONLUK COZELTI ICEREN AMPUL (10 ML 5 AMPUL),8680400770509,A12AA20,calcium (different salts in combination)
CALCITRON 1MCG/ML IV ENJ. COZELTI ICEREN AMPUL(25),8680400770813,A11CC04,calcitriol
CALCITRON 2MCG/ML IV ENJ. COZELTI ICEREN AMPUL(25),8680400770820,A11CC04,calcitriol
CALCIUM PICKEN %10 ENJEKSIYONLUK COZELTI (5 AMPUL),8699587751324,A12AA20,calcium (different salts in combination)
CALDEROL 1 MCG/ML I.V. ENJEKSIYONLUK COZELTI ICEREN 25 AMPUL,8681697750076,A11CC04,calcitriol
CALDEROL 2 MCG/ML I.V. ENJEKSIYONLUK COZELTI ICEREN 25 AMPUL,8681697750083,A11CC04,calcitriol
CALES 3 MG/ML + 3 MG/ML ENJEKSIYONLUK SUSPANSIYON ICEREN AMPUL ( 1 AMPUL),8699828750406,H02AB01,betamethasone
CALGEL 20 GR JEL,8699522345311,A01AD11,various
CALIRA 10 MG FILM KAPLI TABLET (28 TABLET),8699536093550,A10BK01,dapagliflozin
CALPINES 225 MG/ 10 ML+572 MG/10 ML ENJEKSIYONLUK COZELTI,8697637750211,A12AA20,calcium (different salts in combination)
CALPOL 120 MG 150 ML SUSPANSIYON,8699522705009,N02BE01,paracetamol
CALPOL-6 PLUS 250 MG/5 ML 150 ML SURUP,8699522705160,N02BE01,paracetamol
CALQUENCE 100 MG SERT KAPSUL (56 KAPSUL),8699786150010,L01EL02,acalabrutinib
CALSIPAR 10 MCG/2 ML ENJEKSIYONLUK COZELTI ICEREN AMPUL (5 AMPUL) ,8699702753059,H05BX02,paricalcitol
CAMILLA 90 MG FILM KAPLI TABLET (56 TABLET),8699536092898,B01AC24,ticagrelor
CAMPRAL 84 ENTERIK TABLET,8699808040015,N07BB03,acamprosate
CANDECARD 16 MG 28 TABLET,8699516012632,C09CA06,candesartan
CANDECARD 8 MG 28 TABLET,8681428011384,C09CA06,candesartan
"CANDECARD PLUS 16 MG/12,5 MG 28 TABLET",8699516012663,C09DA06,candesartan and diuretics
CANDEXIL 16 MG 28 TABLET,8699525010131,C09CA06,candesartan
CANDEXIL 32 MG 28 TABLET,8699525010148,C09CA06,candesartan
CANDEXIL 8 MG 28 TABLET,8699525010124,C09CA06,candesartan
"CANDEXIL PLUS 16 MG/12,5 MG 28 TABLET",8699525014344,C09DA06,candesartan and diuretics
"CANDEXIL PLUS 32/12,5 MG 28 TABLET",8699525014351,C09DA06,candesartan and diuretics
CANDIMAX 150 MG 2 KAPSUL,8680881151125,J02AC01,fluconazole
CANDIMAX 200 MG 7 KAPSUL,8680881150241,J02AC01,fluconazole
CANDISEPT 100MG/50 ML IV INFUZYON ICIN COZELTI ICEREN 1 FLAKON,8699844690731,J02AC01,fluconazole
CANEPHRON KAPLI TABLET (60 TABLET),8680952381918,G04BX,Other urologicals
CANESTEN 20 GR KREM,8699546350940,D01AC01,clotrimazole
CANHERA 150 MG TEK DOZLU LIYOFILIZE TOZ ICEREN FLAKON,8699514790068,L01FD01,trastuzumab
CANLOX 16 MG/10 MG TABLET (28 TABLET),8699525019899,C09DB07,candesartan and amlodipine
CANLOX 16 MG/5 MG TABLET (28 TABLET),8699525019882,C09DB07,candesartan and amlodipine
CANLOX 32 MG/10 MG TABLET,8699525019912,C09DB07,candesartan and amlodipine
CANLOX 32 MG/5 MG TABLET (28 TABLET),8699525019905,C09DB07,candesartan and amlodipine
"CANLOX PLUS 16 MG/10 MG/12,5 MG TABLET (28 TABLET)",8699525019837,C09DX06,"candesartan, amlodipine and hydrochlorothiazide "
"CANLOX PLUS 16 MG/5 MG/12,5 MG TABLET (28 TABLET)",8699525019820,C09DX06,"candesartan, amlodipine and hydrochlorothiazide "
CANOLEN %1  20 GR KREM,8681023350048,D01AE14,ciclopirox
"CANOLEN %1 DERIYE UYGULANACAK SPREY, COZELTI (20 ML)",8680381900162,D01AE14,ciclopirox
CANOLEN %1 KREM,8680381900148,D01AE14,ciclopirox
CANTAB 16 MG 28 TABLET,8699540015661,C09CA06,candesartan
CANTAB 32 MG 28 TABLET,8699540015692,C09CA06,candesartan
CANTAB 8 MG 28 TABLET,8699540015630,C09CA06,candesartan
"CANTAB PLUS 16 MG/12,5 MG 28 TABLET",8699540017009,C09DA06,candesartan and diuretics
"CANTAB PLUS 32 MG/12,5 MG 28 TABLET",8699540017054,C09DA06,candesartan and diuretics
"CAPCIDERM %0,075 45 G KREM",8699591350308,N01BX04,capsaicin
CAPD 17 STAY SAFE PERITON DIALIZ 2000 ML,8699684671723,B05D,PERITONEAL DIALYTICS
CAPD 17 STAY SAFE PERITON DIALIZ 2500 ML,8699684671730,B05D,PERITONEAL DIALYTICS
CAPD 18 STAY SAFE PERITON DIALIZ 2000 ML,8699684671822,B05D,PERITONEAL DIALYTICS
CAPD 18 STAY SAFE PERITON DIALIZ 2500 ML,8699684671839,B05D,PERITONEAL DIALYTICS
CAPD 19 STAY SAFE PERITON DIALIZ 2000 ML,8699684671921,B05D,PERITONEAL DIALYTICS
CAPD 19 STAY SAFE PERITON DIALIZ 2500 ML,8699684671938,B05D,PERITONEAL DIALYTICS
CAPD 2 STAY SAFE PERITON DIALIZ 1500 ML,8699684672058,B05D,PERITONEAL DIALYTICS
CAPD 2 STAY SAFE PERITON DIALIZ 2000 ML,8699684672034,B05D,PERITONEAL DIALYTICS
CAPD 2 STAY SAFE PERITON DIALIZ 2500 ML,8699684672072,B05D,PERITONEAL DIALYTICS
CAPD 3 STAY SAFE PERITON DIALIZ 2000 ML,8699684673031,B05D,PERITONEAL DIALYTICS
CAPD 3 STAY SAFE PERITON DIALIZ 2500 ML,8699684673079,B05D,PERITONEAL DIALYTICS
CAPD 4 STAY SAFE PERITON DIALIZ 1500 ML,8699684674052,B05D,PERITONEAL DIALYTICS
CAPD 4 STAY SAFE PERITON DIALIZ 2000 ML,8699684674038,B05D,PERITONEAL DIALYTICS
CAPD 4 STAY SAFE PERITON DIALIZ 2500 ML,8699684674076,B05D,PERITONEAL DIALYTICS
CAPETABIN 500 MG 120 FILM KAPLI TABLET,8699769090135,L01BC06,capecitabine
CARBAGLU 200 MG DAGILABILIR TABLET(60 TABLET),8699960580121,A16AA05,carglumic acid
CARBODEX 150 MG/15 ML IV INF. COZ. ICEREN FLAKON,8699525775900,L01XA02,carboplatin
CARBODEX 450 MG/45 ML IV INF. COZ. ICEREN FLAKON,8699525775917,L01XA02,carboplatin
CARBODEX 50 MG/5 ML IV INF. COZ. ICEREN FLAKON,8699525775894,L01XA02,carboplatin
CARBODEX 600 MG/60 ML IV INF. COZ. ICEREN FLAKON,8699525775924,L01XA02,carboplatin
CARBOMIX 50 G ORAL SUSPANSIYON ICIN GRANUL,8681281000020,A07BA01,medicinal charcoal
CARBOPLATIN-KOCAK 150 MG/15 ML IV INFUZYON ICIN SOLUSYON ICEREN FLAKON,8699828770015,L01XA02,carboplatin
CARBOPLATIN-KOCAK 450 MG/45 ML IV INFUZYON ICIN SOLUSYON ICEREN FLAKON,8699828770213,L01XA02,carboplatin
CARBOPLATIN-KOCAK 50 MG/5 ML IV INFUZYON ICIN SOLUSYON ICEREN FLAKON,8699828770220,L01XA02,carboplatin
CARDENOR 25 MG/25 ML IV INFUZYON ICIN KONSANTRE COZELTI ICEREN 1 FLAKON,8680184760079,C01CA03,norepinephrine
CARDENOR 4 MG/4 ML IV INFUZYON ICIN KONSANTRE COZELTI ICEREN 10 AMPUL,8680184750087,C01CA03,norepinephrine
CARDOFIX 10 MG/160 MG 28 FILM KAPLI TABLET,8699536092232,C09DB01,valsartan and amlodipine
CARDOFIX 5 MG/160 MG 28 FILM KAPLI TABLET,8699536092218,C09DB01,valsartan and amlodipine
"CARDOFIX PLUS 10/160/12,5 MG 28 FILM KAPLI TABLET",8699536092409,C09DX01,"valsartan, amlodipine and hydrochlorothiazide"
CARDOFIX PLUS 10/160/25 MG 28 FILM KAPLI TABLET,8699536092416,C09DX01,"valsartan, amlodipine and hydrochlorothiazide"
"CARDOFIX PLUS 5/160/12,5 MG 28 FILM KAPLI TABLET",8699536092386,C09DX01,"valsartan, amlodipine and hydrochlorothiazide"
CARDOFIX PLUS 5/160/25 MG 28 FILM KAPLI TABLET,8699536092393,C09DX01,"valsartan, amlodipine and hydrochlorothiazide"
CARDOPAN 160 MG 28 FILM TABLET,8699536091273,C09CA03,valsartan
CARDOPAN 320 MG 28 FILM TABLET,8699536091280,C09CA03,valsartan
CARDOPAN 80 MG 28 FILM TABLET,8699536091266,C09CA03,valsartan
"CARDOPAN PLUS 160 /12,5 MG 28 FILM TABLET",8699536091303,C09DA03,valsartan and diuretics
CARDOPAN PLUS 160 /25 MG 28 FILM TABLET,8699536091310,C09DA03,valsartan and diuretics
"CARDOPAN PLUS 320/12,5 MG 28 FİLM KAPLI TABLET",8699536092300,C09DA03,valsartan and diuretics
CARDOPAN PLUS 320/25 MG 28 FİLM KAPLI TABLET,8699536092317,C09DA03,valsartan and diuretics
"CARDOPAN PLUS 80/12,5 MG 28 FILM TABLET",8699536091297,C09DA03,valsartan and diuretics
CARDURA 2 MG 20 TABLET,8699532011114,C02CA04,doxazosin
CARDURA 4 MG 20 TABLET,8699532011121,C02CA04,doxazosin
CARDURA 4 MG 90 TABLET,8699532015983,C02CA04,doxazosin
CARDURA XL 4 MG 30 KONTROLLU SALIM TABLETI,8699532035486,C02CA04,doxazosin
CARDURA XL 8 MG 30 KONTROLLU SALIM TABLETI,8699532035493,C02CA04,doxazosin
CARESENS II GLUKOMETRE SEKER OLCUM CIHAZI,8809126640143,V07AY,Other non-therapeutic auxiliary products
CARESENS II SEKER STRIBI 50,8809126640075,V07AY,Other non-therapeutic auxiliary products
CARPLATU 150 MG/15 ML INFUZYON COZELTISI ICEREN FLAKON,8699650772096,L01XA02,carboplatin
CARPLATU 450 MG/45 ML INFUZYON COZELTISI ICEREN FLAKON,8699650772089,L01XA02,carboplatin
CARPLATU 50 MG/5 ML I.V. INFUZYON COZELTISI ICEREN FLAKON,8699650772102,L01XA02,carboplatin
CARTEOL LP %2 UZUN ETKILI 3 ML GOZ DAMLASI,3400935789525,S01ED05,carteolol
"CARVEXAL 12,5 MG 30 TABLET",8699516017323,C07AG02,carvedilol
CARVEXAL 25 MG 30 TABLET,8699516017347,C07AG02,carvedilol
"CARVEXAL 6,25 MG 30 TABLET",8699516017309,C07AG02,carvedilol
CASENLAX 10 G ORAL COZELTI HAZIRLAMAK ICIN TOZ ICEREN SASE (20 SASE),8699559240061,A06AD15,macrogol
CASENLAX 4 G ORAL COZELTI HAZIRLAMAK ICIN TOZ ICEREN SASE (20 SASE),8699559240054,A06AD15,macrogol
CASODEX 150 MG 28 TABLET,8699786090132,L02BB03,bicalutamide
CASODEX 150 MG FILM KAPLI TABLET (28 TABLET),8699586094293,L02BB03,bicalutamide
CASODEX 50 MG 28 TABLET,8699786090040,L02BB03,bicalutamide
CASODEX 50 MG FILM KAPLI TABLET (28 TABLET),8699586094286,L02BB03,bicalutamide
CASOMID 50 MG 28 FILM TABLET,8699650982266,L02BB03,bicalutamide
CASPOBIEM 50 MG I.V INFUZYON ICIN LIYOFILIZE TOZ 1 FLAKON,8699702773071,J02AX04,caspofungin
CASPOPOL 50 MG IV INFUZYONLUK COZELTI HAZIRLAMAK ICIN LIYOFILIZE TOZ,8699606795421,J02AX04,caspofungin
CASPOPOL 70 MG IV INFUZYONLUK COZELTI HAZIRLAMAK ICIN LIYOFILIZE TOZ,8699606795438,J02AX04,caspofungin
CATAFLAM 50 MG 20 DRAJE,8699504120097,M01AB05,diclofenac
CAUPHE 45.5 MG/2 ML IM/IV ENJEKSIYONLUK COZELTI,8681332750027,R06AB05,pheniramine
CEC 1000 MG 20 EFERVESAN TABLET,8697928020146,J01DC04,cefaclor
CEC 500 MG 20 EFERVESAN TABLET,8697928020122,J01DC04,cefaclor
CEDRINA 100 MG 30 FILM TABLET,8699536090511,N05AH04,quetiapine
CEDRINA 150 MG 30 FILM TABLET,8699536092362,N05AH04,quetiapine
CEDRINA 200 MG 30 FILM TABLET,8699536090535,N05AH04,quetiapine
CEDRINA 25 MG 30 FILM TABLET,8699536090498,N05AH04,quetiapine
CEDRINA 300 MG 30 FILM TABLET,8699536090559,N05AH04,quetiapine
CEDRINA 400 MG 30 FİLM TABLET,8699536092270,N05AH04,quetiapine
CEDRINA 50 MG 30 FILM TABLET,8699536092348,N05AH04,quetiapine
CEDRINA XR 150 MG UZATILMIS SALIMLI 30 TABLET,8699536030357,N05AH04,quetiapine
CEDRINA XR 200 MG UZATILMIS SALIMLI 30 TABLET,8699536030371,N05AH04,quetiapine
CEDRINA XR 300 MG UZATILMIS SALIMLI 30 TABLET,8699536030395,N05AH04,quetiapine
CEDRINA XR 400 MG UZATILMIS SALIMLI 30 TABLET,8699536030418,N05AH04,quetiapine
CEDRINA XR 50 MG UZATILMIS SALIMLI 30 TABLET,8699536030333,N05AH04,quetiapine
CEFAKS 250 MG 10 FILM TABLET,8699525092762,J01DC02,cefuroxime
CEFAKS 250 MG 14 FILM TABLET,8699525093165,J01DC02,cefuroxime
CEFAKS 250 MG IM ENJ. TOZ ICEREN FLAKON,8699525275509,J01DC02,cefuroxime
CEFAKS 250 MG/5 ML 100 ML ORAL SUSPANSIYON HAZIRLAMAK ICIN GRANUL,8699525284129,J01DC02,cefuroxime
CEFAKS 5 ML 125 MG 100 ML SUSPANSIYON,8699525283047,J01DC02,cefuroxime
CEFAKS 5 ML 125 MG 50 ML SUSPANSIYON,8699525282989,J01DC02,cefuroxime
CEFAKS 500 MG 10 FILM TABLET,8699525092779,J01DC02,cefuroxime
CEFAKS 500 MG 14 FILM TABLET,8699525093141,J01DC02,cefuroxime
CEFAKS 500 MG 20 FILM TABLET,8699525093158,J01DC02,cefuroxime
CEFAKS 500 MG IM ENJEKTABL TOZ ICEREN FLAKON,8699525278418,J01DC02,cefuroxime
CEFAKS 750 MG IM ENJ. TOZ ICEREN FLAKON,8699525275516,J01DC02,cefuroxime
CEFAKS IV/IM 250 MG 1 FLAKON,8699525273277,J01DC02,cefuroxime
CEFAKS IV/IM 750 MG 1 FLAKON,8699525273284,J01DC02,cefuroxime
"CEFAMED  0,5 GR IM ENJ. COZ. HAZ. ICIN TOZ ICEREN FLAKON",8680080270139,J01DD04,ceftriaxone
CEFAMED  1 GR IM ENJ. COZ. HAZ. ICIN TOZ ICEREN FLAKON,8680080270153,J01DD04,ceftriaxone
CEFAMED 1 GR IM/IV ENJ. COZ. HAZ. ICIN TOZ ICEREN FLAKON,8680080270160,J01DD04,ceftriaxone
CEFDIFIX 125 MG/5 ML ORAL SUSPANSIYON HAZIRLAMAK ICIN TOZ (100 ML),8680760700048,J01DD15,cefdinir
CEFDIFIX 250 MG/5 ML ORAL SUSPANSYON HAZIRLAMAK ICIN TOZ (100 ML),8680760700055,J01DD15,cefdinir
CEFDIFIX 600 MG 10 FILM KAPLI TABLET (10 FILM KAPLI TABLET),8680760092174,J01DD15,cefdinir
CEFDIFIX 600 MG 14 FILM KAPLI TABLET (14 FILM KAPLI TABLET),8680760092181,J01DD15,cefdinir
CEFDIFIX 600 MG FILM KAPLI TABLET (7 FILM KAPLI TABLET),8680760092495,J01DD15,cefdinir
CEFEC 1000MG 20 EFERVESAN TABLET,8680881027185,J01DC04,cefaclor
CEFEC 500 MG 20 EFERVESAN TABLET,8680881027208,J01DC04,cefaclor
CEFEYE 50 MG INTRAKAMERAL ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ (10 FLAKON),8699525278548,S01AA27,cefuroxime
CEFIXIMA 400 MG FILM KAPLI TABLET (10 TABLET),8699567090054,J01DD08,cefixime
CEFIXIMA 400 MG FILM KAPLI TABLET (5 TABLET),8699567090047,J01DD08,cefixime
CEFORCE 1 G IV ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU,8699567270036,J01DD04,ceftriaxone
CEFPERAZON 1 GR IM/IV ENJEKSIYON ICIN TOZ ICEREN 1 FLAKON,8699508270705,J01DD62,"cefoperazone, combinations"
CEFRIDEM 0.5 G I.V. ENJEKSIYON ICIN TOZ ICEREN FLAKON,8681697270048,J01DD04,ceftriaxone
CEFRIDEM 1 GR I.V. ENJEKSIYON ICIN TOZ ICEREN FLAKON,8681697270086,J01DD04,ceftriaxone
CEFTINEX 125 MG/5 ML 100 ML ORAL SUSPANSIYON,8699569280408,J01DD15,cefdinir
CEFTINEX 250 MG/5 ML 100 ML ORAL SUSPANSIYON ICIN KURU TOZ,8699569280439,J01DD15,cefdinir
CEFTINEX 600 MG 10 FILM KAPLI TABLET,8699569091998,J01DD15,cefdinir
CEFTİNEX 600 MG FİLM KAPLI TABLET (14 TABLET),8699569092001,J01DD15,cefdinir
CELEBREX 200 MG 30 KAPSUL,8699532151384,M01AH01,celecoxib
CELESTONE CHRONODOSE 3 MG + 3 MG /1 ML ENJEKSIYONLUK SUSPANSIYON,8683280337039,H02AB01,betamethasone
CELGYN 200 MG 30 KAPSUL,8680199152005,M01AH01,celecoxib
CELLCEPT 500 MG 50 TABLET,8699505092768,L04AA06,mycophenolic acid
CELLCEPT ROCHE 250 MG 100 KAPSUL,8699505152752,L04AA06,mycophenolic acid
CELSENTRI 150 MG FILM KAPLI TABLET (60 TABLET),8699522094509,J05AX09,maraviroc
CELSENTRI 300 MG FILM KAPLI TABLET (60 TABLET),8699522094547,J05AX09,maraviroc
CEMPES 125 MG/5ML 100 ML ORAL SUSPANSIYON ICIN TOZ,8699536280110,J01DD15,cefdinir
CEMPES 250 MG/5ML 100 ML ORAL SUSPANSIYON ICIN TOZ,8699536280127,J01DD15,cefdinir
CEMPES 300 MG 10 KAPSUL,8699536150314,J01DD15,cefdinir
CEMPES 300 MG 20 KAPSUL,8699536150321,J01DD15,cefdinir
CEMPES 600 MG 10 FILM KAPLI TABLET,8699536092584,J01DD15,cefdinir
CEMPES 600 MG FILM KAPLI TABLET (14 TABLET),8699536093482,J01DD15,cefdinir
"CENTBUMIN %20, 100 ML INFUZYONLUK ÇOZELTI (1 FLAKON)",8681735980625,B05AA01,albumin
CEPROTIN 500 IU ENJEKSIYONLUK COZELTI ICIN LIYOFILIZE TOZ ICEREN  FLAKON,8681429550257,B01AD12,protein C
CERAZETTE 75 MCG FILM KAPLI TABLET (28 TABLET),8683280337046,G03AC09,desogestrel
CERAZETTE 75 MIKROGRAM 28 FILM TABLET,8699636090251,G03AC09,desogestrel
CEREZYME 400 U 1 FLAKON,8699809260047,A16AB02,imiglucerase
"CERTICAN 0,25 MG 60 TABLET",8699504011302,L04AH02,everolimus
CERTICAN 0.25 MG 60 SUDA COZUNUR TABLET,8699504070002,L04AH02,everolimus
CERTICAN 0.75 MG 60 TABLET,8699504011357,L04AH02,everolimus
CETAFLU FORT 20 TABLET,8699717090026,R05X,OTHER COLD PREPARATIONS
CETEIX 250 MG SERT KAPSUL (100 KAPSUL),8680885515237,A05AA01,chenodeoxycholic acid
CETMONT 10 MG/5 MG FILM KAPLI TABLET (30 FILM KAPLI TABLET),8680760092006,R03DC53,"montelukast, combinations"
"CETROTIDE 0,25 MG 1 FLAKON",8699777790225,H01CC02,cetrorelix
CETRYN 10 MG 20 FILM TABLET,8699772090467,R06AE07,cetirizine
CETRYN 200 ML SURUP,8699772570426,R06AE07,cetirizine
CEVIMAX 1000 MG 20 EFERVESAN TABLET,8697927021410,A11GA01,ascorbic acid (vit c)
CEZOL IM 1 GR 1 FLAKON,8699525272867,J01DB04,cefazolin
CEZOL IM 500 MG 1 FLAKON,8699525272843,J01DB04,cefazolin
CEZOL IM/IV 1 GR 1 FLAKON,8699525272874,J01DB04,cefazolin
CHALIA 250/250/1/300 MG GASTRO-REZISTAN TABLET ( 50 TABLET ),8699536040066,A16AX,Various alimentary tract and metabolism products
CHINKO FORT 30 MG/5 ML SURUP,8680407100248,A12CB01,zinc sulfate
CHOLVAST 10 MG 30 FILM KAPLI TABLET,8699578090449,C10AA05,atorvastatin
CHOLVAST 20 MG 30 FILM KAPLI TABLET,8699578090456,C10AA05,atorvastatin
CHOLVAST 40 MG 30 FILM KAPLI TABLET,8699578090463,C10AA05,atorvastatin
CHORIOMON 5000 IU IM/SC ENJEKSIYON ICIN LIYOFILIZE TOZ ICEREN 1 FLAKON,8680426040051,G03GA01,chorionic gonadotrophin
CIALIS 20MG 4 FILM TABLET,8699673098111,G04BE08,tadalafil
CIALIS 20MG 8 FILM TABLET,8699673098128,G04BE08,tadalafil
CIALIS 5 MG 14 FILM KAPLI TABLET,8699673098135,G04BE08,tadalafil
CIALIS 5 MG 28 FILM KAPLI TABLET,8699673098142,G04BE08,tadalafil
CIBACEN 10 MG FILM KAPLI TABLET (28 TABLET),8698856090065,C09AA07,benazepril
"CIBADREX 10/12,5 MG FILM TABLET (28 TABLET)",8698856090072,C09BA07,benazepril and diuretics
"CIBADREX 5MG/6,25 MG FILM TABLET (28 TABLET)",8698856090089,C09BA07,benazepril and diuretics
CIBINQO 100 MG FILM KAPLI TABLET (28 TABLET),8681308091291,D11AH08,abrocitinib
CIBINQO 200 MG FILM KAPLI TABLET (28 TABLET),8681308091307,D11AH08,abrocitinib
CIBINQO 50 MG FILM KAPLI TABLET (28 TABLET),8681308091284,D11AH08,abrocitinib
CICIFEN 100 MG/5 ML PEDIATRIK SUSPANSIYON (100 ML),8680199012439,M01AE01,ibuprofen
CIFLOSIN 500 MG 10 FILM TABLET,8699525093059,J01MA02,ciprofloxacin
CIFLOSIN 750 MG 14 FILM TABLET,8699525092793,J01MA02,ciprofloxacin
CILAPEM 500/500 MG IV INF. ICIN TOZ ICEREN FLAKON,8699814260018,J01DH51,imipenem and enzyme inhibitor
CILOXAN %0.3 STERIL GOZ DAMLASI (5 ML),8699504612035,S01AE03,ciprofloxacin
"CILOXAN 3,5 GR OFTALMIK POMAD",8699504440508,S01AE03,ciprofloxacin
CIMZIA 200 MG/ML SC STERIL KULLANIMA HAZIR 2 ENJEKTOR,8699624950017,L04AB05,certolizumab pegol
CINESET 30 MG 28 FILM TABLET,8699540091535,H05BX01,cinacalcet
CINESET 60 MG 28 FILM TABLET,8699540091542,H05BX01,cinacalcet
CINETIX 400 MG 30 EFERVESAN TABLET,8697929020411,R05CB01,acetylcysteine
CINKOVIT  15 MG/5 ML 100 ML SURUP,8699567570020,A12CB01,zinc sulfate
CINKOVIT  FORT 30 MG/ 5 ML SURUP,8699567570037,A12CB01,zinc sulfate
CINRYZE 500 IU/5 ML IV ENJ. ICIN LIYOFILIZE TOZ VE COZUCU (2 FLAKON),8699943790103,B06AC01,"c1-inhibitor, plasma derived"
CIPINTU 100 MG/100 ML INFUZYON ICIN KONSANTRE COZELTI,8699715772030,L01XA01,cisplatin
CIPINTU 25 MG / 25 ML INFUZYON ICIN KONSANTRE COZELTI,8699715772092,L01XA01,cisplatin
CIPINTU 50 MG/50 ML INFUZYON ICIN KONSANTRE COZELTI,8699715772023,L01XA01,cisplatin
CIPRALEX 10 MG 28 TABLET,8699795091083,N06AB10,escitalopram
